time,weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,shortwave_radiation_sum,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration,latitude,longitude,elevation,country,city,date,month,year,rainfall_lag1
11/1/2011,61,28.7,24.8,26.2,35.5,27.9,31.0,5:54:00 AM,5:43:00 PM,15.82,6.3,6.3,0,10,15.4,24.8,234,3.3,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-01,11,2011,13.4
11/2/2011,63,29.4,24.8,26.3,34.1,28.3,30.5,5:54:00 AM,5:43:00 PM,16.7,6.1,6.1,0,6,15.4,29.5,231,3.48,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-02,11,2011,6.3
11/3/2011,65,28.1,24.7,25.7,33.0,28.9,30.1,5:54:00 AM,5:42:00 PM,14.63,20.0,20.0,0,10,14.9,25.2,220,2.88,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-03,11,2011,6.1
11/4/2011,61,29.8,24.7,26.7,36.2,28.9,31.7,5:54:00 AM,5:42:00 PM,18.81,3.0,3.0,0,9,10.6,24.5,206,3.81,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-04,11,2011,20.0
11/5/2011,61,29.0,24.1,26.4,35.6,29.7,31.8,5:54:00 AM,5:42:00 PM,18.92,8.8,8.8,0,14,9.6,22.3,139,3.74,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-05,11,2011,3.0
11/6/2011,61,28.4,24.2,26.1,34.7,28.6,31.2,5:55:00 AM,5:42:00 PM,16.96,6.8,6.8,0,15,11.4,19.4,317,3.35,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-06,11,2011,8.8
11/7/2011,61,28.7,24.5,26.0,34.7,28.5,30.4,5:55:00 AM,5:42:00 PM,20.19,8.2,8.2,0,13,16.2,28.8,345,3.94,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-07,11,2011,6.8
11/8/2011,53,28.1,24.8,26.5,31.8,27.5,29.4,5:55:00 AM,5:42:00 PM,17.7,2.3,2.3,0,8,20.2,34.2,19,4.07,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-08,11,2011,8.2
11/9/2011,1,28.4,25.4,26.7,31.3,27.4,28.7,5:55:00 AM,5:41:00 PM,21.84,0.0,0.0,0,0,18.4,31.3,24,5.19,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-09,11,2011,2.3
11/10/2011,2,28.9,24.7,26.7,31.9,27.6,29.2,5:56:00 AM,5:41:00 PM,22.4,0.0,0.0,0,0,15.5,26.3,357,5.12,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-10,11,2011,0.0
11/11/2011,51,28.4,24.3,26.3,33.2,28.1,30.4,5:56:00 AM,5:41:00 PM,19.3,0.2,0.2,0,1,12.4,21.2,350,3.98,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-11,11,2011,0.0
11/12/2011,51,28.4,24.1,26.0,34.2,28.8,30.8,5:56:00 AM,5:41:00 PM,19.32,1.2,1.2,0,8,11.2,20.9,32,3.85,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-12,11,2011,0.2
11/13/2011,1,28.9,24.6,27.0,34.0,29.1,30.7,5:56:00 AM,5:41:00 PM,21.01,0.0,0.0,0,0,15.0,25.6,76,4.59,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-13,11,2011,1.2
11/14/2011,1,28.6,25.2,27.0,32.7,29.1,30.4,5:57:00 AM,5:41:00 PM,20.62,0.0,0.0,0,0,14.9,27.4,51,4.55,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-14,11,2011,0.0
11/15/2011,53,28.3,24.6,26.4,33.5,29.1,30.2,5:57:00 AM,5:41:00 PM,18.22,1.5,1.5,0,6,21.3,33.8,20,3.83,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-15,11,2011,0.0
11/16/2011,61,27.7,24.6,25.7,34.1,29.4,30.7,5:57:00 AM,5:41:00 PM,15.02,6.4,6.4,0,12,10.1,20.2,331,2.95,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-16,11,2011,1.5
11/17/2011,53,28.6,24.4,26.5,34.3,28.8,31.0,5:58:00 AM,5:41:00 PM,19.65,3.7,3.7,0,8,15.8,24.1,86,4.01,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-17,11,2011,6.4
11/18/2011,61,27.3,24.5,25.6,32.6,28.8,29.9,5:58:00 AM,5:41:00 PM,16.51,10.5,10.5,0,17,17.9,31.7,48,3.12,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-18,11,2011,3.7
11/19/2011,61,27.6,24.4,25.7,32.0,27.7,29.4,5:58:00 AM,5:41:00 PM,16.48,12.8,12.8,0,20,19.3,33.1,55,3.18,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-19,11,2011,10.5
11/20/2011,61,26.0,24.4,25.0,29.3,27.9,28.3,5:59:00 AM,5:41:00 PM,10.09,19.4,19.4,0,24,20.7,31.7,64,1.98,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-20,11,2011,12.8
11/21/2011,61,26.4,24.1,25.2,30.5,27.2,28.7,5:59:00 AM,5:41:00 PM,15.38,16.4,16.4,0,24,20.1,34.9,53,2.8,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-21,11,2011,19.4
11/22/2011,63,27.6,24.4,26.1,30.6,27.6,29.1,6:00:00 AM,5:42:00 PM,14.64,13.5,13.5,0,23,23.4,43.9,44,3.14,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-22,11,2011,16.4
11/23/2011,63,26.6,24.7,25.5,29.6,27.5,28.3,6:00:00 AM,5:42:00 PM,11.51,27.7,27.7,0,24,26.1,44.3,54,2.37,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-23,11,2011,13.5
11/24/2011,63,26.2,24.5,25.3,29.2,27.1,28.3,6:00:00 AM,5:42:00 PM,9.98,48.2,48.2,0,24,24.1,41.0,80,1.97,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-24,11,2011,27.7
11/25/2011,63,26.9,24.6,25.7,29.5,27.2,28.3,6:01:00 AM,5:42:00 PM,9.05,39.6,39.6,0,22,28.1,52.2,111,2.11,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-25,11,2011,48.2
11/26/2011,53,26.9,25.5,26.0,32.1,29.4,30.3,6:01:00 AM,5:42:00 PM,6.24,4.9,4.9,0,15,11.9,31.7,107,1.67,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-26,11,2011,39.6
11/27/2011,53,28.0,24.7,26.3,33.0,28.6,30.6,6:02:00 AM,5:42:00 PM,13.23,3.0,3.0,0,11,16.8,21.2,204,2.85,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-27,11,2011,4.9
11/28/2011,55,28.2,24.2,25.8,32.4,28.5,30.4,6:02:00 AM,5:43:00 PM,10.71,4.4,4.4,0,9,12.1,26.3,307,2.3,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-28,11,2011,3.0
11/29/2011,51,28.9,24.5,26.5,34.4,29.1,30.8,6:03:00 AM,5:43:00 PM,19.05,1.5,1.5,0,7,15.0,23.4,39,3.87,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-29,11,2011,4.4
11/30/2011,51,26.8,24.7,25.5,31.0,29.5,30.1,6:03:00 AM,5:43:00 PM,14.9,4.5,4.5,0,21,15.8,29.9,83,2.77,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-11-30,11,2011,1.5
12/1/2011,51,27.0,25.0,26.1,31.7,29.8,30.6,6:04:00 AM,5:43:00 PM,12.13,1.2,1.2,0,7,12.0,25.6,40,2.49,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-01,12,2011,4.5
12/2/2011,2,28.2,23.5,26.4,32.9,28.0,30.6,6:04:00 AM,5:44:00 PM,19.04,0.0,0.0,0,0,13.8,24.8,21,3.81,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-02,12,2011,1.2
12/3/2011,1,28.9,23.6,26.4,34.5,28.0,30.7,6:05:00 AM,5:44:00 PM,21.22,0.0,0.0,0,0,10.8,19.4,14,4.37,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-03,12,2011,0.0
12/4/2011,1,28.3,23.9,26.2,33.7,28.1,29.9,6:05:00 AM,5:44:00 PM,21.48,0.0,0.0,0,0,12.4,21.6,34,4.57,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-04,12,2011,0.0
12/5/2011,51,28.4,25.1,26.6,32.7,28.4,30.0,6:06:00 AM,5:44:00 PM,19.19,0.5,0.5,0,4,15.3,24.1,31,4.23,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-05,12,2011,0.0
12/6/2011,51,27.8,25.0,26.3,31.6,26.8,29.0,6:06:00 AM,5:45:00 PM,17.01,1.1,1.1,0,8,19.8,31.7,25,3.94,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-06,12,2011,0.5
12/7/2011,51,28.0,24.9,26.4,30.1,26.6,27.9,6:06:00 AM,5:45:00 PM,21.05,0.1,0.1,0,1,20.8,34.2,18,5.17,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-07,12,2011,1.1
12/8/2011,51,26.9,24.9,25.7,31.1,27.7,29.6,6:07:00 AM,5:45:00 PM,17.29,2.2,2.2,0,13,17.0,26.6,57,3.34,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-08,12,2011,0.1
12/9/2011,51,28.4,25.1,26.7,33.2,29.7,30.9,6:07:00 AM,5:46:00 PM,17.85,1.4,1.4,0,6,15.6,27.4,77,3.73,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-09,12,2011,2.2
12/10/2011,55,27.8,24.6,26.1,32.6,29.2,30.4,6:08:00 AM,5:46:00 PM,18.18,6.6,6.6,0,11,20.3,31.7,42,3.46,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-10,12,2011,1.4
12/11/2011,63,27.5,24.2,25.4,32.3,27.8,29.4,6:08:00 AM,5:47:00 PM,15.16,17.3,17.3,0,22,18.9,34.6,50,2.91,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-11,12,2011,6.6
12/12/2011,63,27.4,24.3,25.2,32.5,27.7,28.9,6:09:00 AM,5:47:00 PM,13.99,27.3,27.3,0,19,18.1,30.2,37,2.71,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-12,12,2011,17.3
12/13/2011,61,26.4,24.3,25.3,30.6,27.2,28.9,6:10:00 AM,5:47:00 PM,11.31,11.5,11.5,0,22,17.3,38.5,66,2.3,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-13,12,2011,27.3
12/14/2011,51,27.7,24.3,26.5,32.5,27.8,29.4,6:10:00 AM,5:48:00 PM,15.15,1.5,1.5,0,7,23.5,37.8,56,3.82,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-14,12,2011,11.5
12/15/2011,51,28.4,25.5,26.6,30.8,27.3,28.9,6:11:00 AM,5:48:00 PM,13.94,1.9,1.9,0,9,23.4,38.2,65,3.73,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-15,12,2011,1.5
12/16/2011,51,27.8,25.6,26.4,29.5,27.1,27.8,6:11:00 AM,5:49:00 PM,18.72,0.2,0.2,0,2,25.9,41.8,44,4.75,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-16,12,2011,1.9
12/17/2011,63,27.1,24.1,25.2,28.2,26.3,27.1,6:12:00 AM,5:49:00 PM,11.97,28.4,28.4,0,20,27.2,40.7,24,2.77,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-17,12,2011,0.2
12/18/2011,63,26.4,24.3,25.0,28.6,26.4,27.4,6:12:00 AM,5:50:00 PM,7.27,35.8,35.8,0,24,27.7,44.6,54,1.71,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-18,12,2011,28.4
12/19/2011,63,26.0,24.1,24.7,29.0,25.7,27.2,6:13:00 AM,5:50:00 PM,7.58,44.8,44.8,0,24,28.2,42.1,42,1.69,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-19,12,2011,35.8
12/20/2011,61,25.9,24.1,24.8,28.6,26.5,27.4,6:13:00 AM,5:51:00 PM,5.27,19.0,19.0,0,24,25.3,41.0,43,1.45,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-20,12,2011,44.8
12/21/2011,53,27.0,25.0,25.9,29.0,25.7,27.0,6:14:00 AM,5:51:00 PM,17.03,1.6,1.6,0,8,26.9,43.6,29,4.35,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-21,12,2011,19.0
12/22/2011,55,26.3,24.4,25.5,27.6,26.6,26.9,6:14:00 AM,5:52:00 PM,13.79,6.7,6.7,0,20,26.0,41.0,18,3.56,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-22,12,2011,1.6
12/23/2011,63,25.1,23.9,24.7,27.2,26.1,26.7,6:15:00 AM,5:52:00 PM,2.83,34.8,34.8,0,23,26.3,41.0,360,1.32,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-23,12,2011,6.7
12/24/2011,51,26.9,24.6,25.6,28.3,26.5,27.4,6:15:00 AM,5:53:00 PM,11.82,1.0,1.0,0,7,27.0,43.6,357,3.05,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-24,12,2011,34.8
12/25/2011,51,27.2,24.8,25.7,29.1,25.7,26.8,6:16:00 AM,5:53:00 PM,17.03,0.1,0.1,0,1,27.9,44.3,348,4.32,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-25,12,2011,1.0
12/26/2011,3,27.1,23.4,25.4,28.4,25.7,27.1,6:16:00 AM,5:54:00 PM,13.65,0.0,0.0,0,0,22.7,34.9,326,3.62,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-26,12,2011,0.1
12/27/2011,2,28.2,21.8,24.8,30.0,22.2,26.0,6:17:00 AM,5:54:00 PM,18.71,0.0,0.0,0,0,21.4,31.3,293,4.57,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-27,12,2011,0.0
12/28/2011,2,28.0,21.7,24.8,28.1,21.7,25.7,6:17:00 AM,5:55:00 PM,17.14,0.0,0.0,0,0,24.4,37.8,265,4.29,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-28,12,2011,0.0
12/29/2011,53,29.2,22.8,25.6,30.6,23.4,27.4,6:17:00 AM,5:55:00 PM,14.26,1.1,1.1,0,2,25.0,40.3,230,3.72,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-29,12,2011,0.0
12/30/2011,51,28.3,24.7,26.0,32.2,26.4,28.8,6:18:00 AM,5:56:00 PM,15.17,1.4,1.4,0,8,22.9,33.5,125,3.55,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-30,12,2011,1.1
12/31/2011,2,27.8,23.2,25.4,31.7,26.7,28.3,6:18:00 AM,5:56:00 PM,21.28,0.0,0.0,0,0,21.0,30.6,118,4.33,8.599998,81.20001,7,Sri Lanka,Trincomalee,2011-12-31,12,2011,1.4
1/1/2012,3,27.8,22.8,25.2,33.1,26.3,29.5,6:19:00 AM,5:57:00 PM,20.14,0.0,0.0,0,0,8.6,17.6,127,3.9,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-01,1,2012,0.0
1/2/2012,3,27.7,22.9,25.6,32.9,27.3,30.1,6:19:00 AM,5:57:00 PM,17.58,0.0,0.0,0,0,14.5,24.5,35,3.42,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-02,1,2012,0.0
1/3/2012,51,27.9,23.7,26.1,31.8,28.6,30.2,6:20:00 AM,5:58:00 PM,17.61,0.4,0.4,0,3,16.7,27.4,33,3.54,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-03,1,2012,0.0
1/4/2012,53,26.9,24.4,25.8,31.6,28.1,29.6,6:20:00 AM,5:58:00 PM,15.08,6.1,6.1,0,23,16.5,31.0,68,2.93,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-04,1,2012,0.4
1/5/2012,53,26.9,24.0,25.6,30.8,27.7,29.2,6:20:00 AM,5:59:00 PM,15.01,4.0,4.0,0,18,18.6,29.9,56,2.99,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-05,1,2012,6.1
1/6/2012,53,26.9,24.0,25.4,31.0,27.1,29.0,6:21:00 AM,5:59:00 PM,17.59,5.9,5.9,0,22,18.9,32.0,53,3.28,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-06,1,2012,4.0
1/7/2012,61,26.3,23.8,24.9,29.9,27.4,28.2,6:21:00 AM,6:00:00 PM,13.73,16.9,16.9,0,23,19.6,35.6,62,2.51,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-07,1,2012,5.9
1/8/2012,53,27.2,24.0,25.5,31.8,27.6,29.4,6:21:00 AM,6:00:00 PM,14.91,5.4,5.4,0,21,15.7,29.9,74,2.94,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-08,1,2012,16.9
1/9/2012,51,27.3,24.4,25.8,32.4,27.4,29.3,6:22:00 AM,6:01:00 PM,17.84,1.5,1.5,0,12,20.4,30.6,68,3.55,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-09,1,2012,5.4
1/10/2012,2,27.4,24.2,25.5,32.5,27.4,29.1,6:22:00 AM,6:01:00 PM,21.77,0.0,0.0,0,0,13.0,24.8,68,4.28,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-10,1,2012,1.5
1/11/2012,1,27.3,24.3,25.6,31.5,27.4,28.5,6:22:00 AM,6:02:00 PM,19.99,0.0,0.0,0,0,15.0,26.6,41,4.18,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-11,1,2012,0.0
1/12/2012,2,27.2,24.6,25.8,30.4,26.8,28.1,6:23:00 AM,6:02:00 PM,18.82,0.0,0.0,0,0,18.1,29.5,37,4.16,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-12,1,2012,0.0
1/13/2012,51,27.4,23.4,25.5,29.8,25.2,27.1,6:23:00 AM,6:03:00 PM,20.92,0.9,0.9,0,7,25.7,40.7,23,4.63,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-13,1,2012,0.0
1/14/2012,51,26.6,23.6,25.0,27.7,23.6,25.7,6:23:00 AM,6:03:00 PM,18.77,1.1,1.1,0,7,27.2,43.2,23,4.5,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-14,1,2012,0.9
1/15/2012,3,26.0,23.5,24.7,25.4,23.4,24.3,6:23:00 AM,6:04:00 PM,15.74,0.0,0.0,0,0,24.3,38.9,24,4.81,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-15,1,2012,1.1
1/16/2012,2,26.1,23.7,24.7,27.1,24.4,25.1,6:24:00 AM,6:04:00 PM,21.5,0.0,0.0,0,0,19.4,32.4,28,5.16,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-16,1,2012,0.0
1/17/2012,3,26.5,22.9,24.8,28.2,24.9,26.5,6:24:00 AM,6:05:00 PM,18.49,0.0,0.0,0,0,14.7,24.8,37,4.14,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-17,1,2012,0.0
1/18/2012,1,27.0,22.3,24.9,30.8,25.2,27.3,6:24:00 AM,6:05:00 PM,20.58,0.0,0.0,0,0,11.8,21.2,54,4.39,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-18,1,2012,0.0
1/19/2012,1,27.3,22.3,25.1,30.7,25.9,27.5,6:24:00 AM,6:06:00 PM,20.43,0.0,0.0,0,0,14.8,23.0,81,4.38,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-19,1,2012,0.0
1/20/2012,2,27.1,21.7,24.7,31.5,25.4,27.6,6:24:00 AM,6:06:00 PM,20.37,0.0,0.0,0,0,14.3,26.3,44,4.3,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-20,1,2012,0.0
1/21/2012,2,27.3,22.8,25.2,31.2,26.0,28.0,6:25:00 AM,6:07:00 PM,19.99,0.0,0.0,0,0,13.4,23.0,39,4.2,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-21,1,2012,0.0
1/22/2012,51,26.5,23.8,25.0,28.9,25.4,26.6,6:25:00 AM,6:07:00 PM,18.2,0.8,0.8,0,6,20.8,34.9,33,4.1,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-22,1,2012,0.0
1/23/2012,3,26.8,23.8,25.3,28.5,24.7,26.3,6:25:00 AM,6:07:00 PM,17.92,0.0,0.0,0,0,18.9,31.3,42,4.61,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-23,1,2012,0.8
1/24/2012,3,27.3,23.4,25.3,28.5,23.6,26.0,6:25:00 AM,6:08:00 PM,18.6,0.0,0.0,0,0,18.5,29.5,35,4.93,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-24,1,2012,0.0
1/25/2012,2,27.3,23.2,25.2,28.7,23.5,26.1,6:25:00 AM,6:08:00 PM,21.48,0.0,0.0,0,0,16.5,26.6,29,5.2,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-25,1,2012,0.0
1/26/2012,2,27.7,23.9,25.7,30.5,25.4,27.7,6:25:00 AM,6:09:00 PM,21.61,0.0,0.0,0,0,17.4,29.2,40,4.88,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-26,1,2012,0.0
1/27/2012,2,27.4,24.3,25.4,31.3,26.7,28.2,6:25:00 AM,6:09:00 PM,19.39,0.0,0.0,0,0,16.6,25.9,57,4.14,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-27,1,2012,0.0
1/28/2012,51,26.8,24.1,25.3,29.3,26.0,27.1,6:25:00 AM,6:09:00 PM,19.36,0.1,0.1,0,1,20.7,34.2,49,4.31,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-28,1,2012,0.0
1/29/2012,3,27.0,24.1,25.1,29.7,25.4,26.7,6:25:00 AM,6:10:00 PM,20.06,0.0,0.0,0,0,17.1,28.4,41,4.63,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-29,1,2012,0.1
1/30/2012,3,27.4,24.2,25.7,29.2,25.6,26.9,6:25:00 AM,6:10:00 PM,19.9,0.0,0.0,0,0,17.5,29.5,51,4.9,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-30,1,2012,0.0
1/31/2012,51,26.7,24.2,25.3,28.6,25.5,26.6,6:25:00 AM,6:10:00 PM,19.95,0.9,0.9,0,5,22.7,36.4,47,4.68,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-01-31,1,2012,0.0
2/1/2012,51,26.7,24.3,25.4,28.5,25.3,26.6,6:25:00 AM,6:11:00 PM,19.2,0.5,0.5,0,5,22.5,36.4,34,4.56,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-02-01,2,2012,0.9
2/2/2012,51,27.0,24.2,25.6,29.8,25.4,27.2,6:25:00 AM,6:11:00 PM,17.66,2.0,2.0,0,12,24.6,39.2,41,4.17,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-02-02,2,2012,0.5
2/3/2012,51,27.4,24.7,25.9,29.7,26.1,27.3,6:25:00 AM,6:11:00 PM,18.01,1.0,1.0,0,8,28.5,45.4,39,4.19,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-02-03,2,2012,2.0
2/4/2012,53,27.0,24.7,25.7,29.8,27.1,28.1,6:25:00 AM,6:12:00 PM,16.95,4.7,4.7,0,19,21.4,34.9,39,3.71,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-02-04,2,2012,1.0
2/5/2012,55,27.5,24.2,25.5,30.3,27.3,28.4,6:25:00 AM,6:12:00 PM,16.29,8.3,8.3,0,17,19.9,28.8,44,3.43,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-02-05,2,2012,4.7
2/6/2012,53,27.0,24.2,25.4,30.5,27.4,28.7,6:25:00 AM,6:12:00 PM,14.44,4.3,4.3,0,15,19.2,28.8,49,3.03,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-02-06,2,2012,8.3
2/7/2012,55,27.5,24.7,25.8,30.5,27.7,28.8,6:25:00 AM,6:13:00 PM,18.35,5.8,5.8,0,15,23.2,36.4,60,3.72,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-02-07,2,2012,4.3
2/8/2012,55,26.8,24.5,25.6,30.9,28.5,29.5,6:25:00 AM,6:13:00 PM,12.37,4.3,4.3,0,13,18.4,27.0,95,2.49,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-02-08,2,2012,5.8
2/9/2012,51,28.2,24.2,25.9,33.0,28.1,29.9,6:24:00 AM,6:13:00 PM,18.14,3.5,3.5,0,18,17.0,28.1,104,3.57,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-02-09,2,2012,4.3
2/10/2012,51,28.1,24.2,26.2,32.8,28.5,30.3,6:24:00 AM,6:13:00 PM,19.48,0.1,0.1,0,1,15.8,26.3,90,3.83,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-02-10,2,2012,3.5
2/11/2012,2,27.8,24.4,25.9,31.3,27.4,28.9,6:24:00 AM,6:13:00 PM,21.0,0.0,0.0,0,0,20.5,33.1,62,4.27,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-02-11,2,2012,0.1
2/12/2012,2,27.8,24.4,26.2,30.9,27.3,28.8,6:24:00 AM,6:14:00 PM,21.56,0.0,0.0,0,0,18.0,29.9,56,4.74,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-02-12,2,2012,0.0
2/13/2012,51,28.0,25.0,26.3,31.3,27.6,28.7,6:24:00 AM,6:14:00 PM,21.64,0.7,0.7,0,6,20.5,35.6,48,4.82,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-02-13,2,2012,0.0
2/14/2012,53,27.0,24.4,25.6,29.7,27.6,28.6,6:23:00 AM,6:14:00 PM,14.44,5.3,5.3,0,21,19.1,28.4,56,3.12,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-02-14,2,2012,0.7
2/15/2012,51,26.9,24.6,25.9,31.1,28.6,29.9,6:23:00 AM,6:14:00 PM,9.55,0.5,0.5,0,3,13.5,21.6,72,2.24,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-02-15,2,2012,5.3
2/16/2012,3,28.2,25.4,26.6,32.2,28.7,29.9,6:23:00 AM,6:14:00 PM,20.42,0.0,0.0,0,0,16.2,28.1,70,4.37,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-02-16,2,2012,0.5
2/17/2012,3,28.0,24.6,26.3,31.8,27.5,29.2,6:23:00 AM,6:15:00 PM,20.28,0.0,0.0,0,0,19.7,33.5,68,4.4,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-02-17,2,2012,0.0
2/18/2012,3,27.2,24.5,26.0,30.5,26.8,28.1,6:22:00 AM,6:15:00 PM,22.88,0.0,0.0,0,0,18.7,31.3,41,5.06,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-02-18,2,2012,0.0
2/19/2012,51,28.1,24.7,26.4,31.1,27.5,28.9,6:22:00 AM,6:15:00 PM,19.55,0.2,0.2,0,2,19.2,31.3,42,4.53,8.599998,81.20001,7,Sri Lanka,Trincomalee,2012-02-19,2,2012,0.0
